flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
192.168.21.70-192.168.21.128-80-55224,192.168.21.70,192.168.21.128,80,55224,106,59,47,118328635.0,0.7966101694915254,0,0,60,106,0,0,0,0,1683769024553237.0,1683769142881872.0,0,0,0,0,5.070623860403697e-07,2.535311930201849e-07,2.535311930201849e-07,5.05203157291e-05,8.7299240796e-06,4.17903916494e-05,4,4,0,52,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-35292-80,192.168.21.225,192.168.21.70,35292,80,11,6,5,11028.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082321608771.0,1719082321619799.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-42488-80,192.168.21.225,192.168.21.70,42488,80,11,6,5,7535.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082745515420.0,1719082745522955.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-40678-80,192.168.21.128,192.168.21.70,40678,80,41,20,21,99665659.0,1.05,0,0,21,41,0,0,0,0,1682658715976670.0,1682658815642329.0,0,0,0,0,2.1070447143684665e-07,1.003354625889746e-07,1.103690088478721e-07,2.81139966174e-05,3.7525463008e-06,2.43614503166e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41054-80,192.168.21.225,192.168.21.70,41054,80,1710,943,767,119789113.0,0.8133616118769883,0,0,962,1710,0,0,0,0,1719311882981744.0,1719312002770857.0,0,0,0,0,8.0307798923e-06,3.990345934e-06,4.0404339583e-06,0.0006147052779328,0.0002633628316456,0.0003513424462872,0,0,0,962,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-47618,192.168.21.70,192.168.21.128,80,47618,13,8,5,60031050.0,0.625,0,1,9,12,0,0,0,2,1682648951134147.0,1682649011165197.0,0,0,0,0,1.499224151501598e-07,9.99482767667732e-08,4.99741383833866e-08,7.82928168006e-05,6.79648282014e-05,1.03279885992e-05,1,0,0,8,1,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41712-80,192.168.21.225,192.168.21.70,41712,80,1670,942,728,119844489.0,0.772823779193206,0,0,966,1670,0,0,0,0,1719309483219621.0,1719309603064110.0,0,0,0,0,8.0604457331e-06,3.9885021329e-06,4.0719436001e-06,0.0006173250069095,0.0002632411407753,0.0003540838661342,0,0,0,966,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-46648,192.168.21.70,192.168.21.128,80,46648,2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,1682640295205613.0,1682640295205613.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-50920-80,192.168.21.128,192.168.21.70,50920,80,4,2,2,959534.0,1.0,3,1,0,1,0,0,0,0,1682700944397305.0,1682700945356839.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41226-80,192.168.21.225,192.168.21.70,41226,80,1717,956,761,119789891.0,0.7960251046025104,0,0,957,1717,0,0,0,0,1719308163071294.0,1719308282861185.0,0,0,0,0,7.9889879856e-06,3.9903200179e-06,3.9986679677e-06,0.0006110699274281,0.0002633611211817,0.0003477088062464,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-37290-80,192.168.21.128,192.168.21.70,37290,80,124,63,61,105303695.0,0.9682539682539684,0,0,65,124,0,0,0,0,1683680682720602.0,1683680788024297.0,0,0,0,0,6.17262290748677e-07,3.0388297390704097e-07,3.1337931684163605e-07,6.38344172063e-05,5.31035496902e-05,1.0730867516e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-43848-80,192.168.21.128,192.168.21.70,43848,80,49,24,25,116785260.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682555466501382.0,1682555583286642.0,0,0,0,0,2.140681109927743e-07,1.0275269327653165e-07,1.1131541771624261e-07,3.50044175095e-05,4.3926776375e-06,3.06117398719e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-53505-80,192.168.21.225,192.168.21.70,53505,80,11,6,5,10839.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083438369450.0,1719083438380289.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-38610-80,192.168.21.225,192.168.21.70,38610,80,11,6,5,8864.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083167528033.0,1719083167536897.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.128-80-41336,192.168.21.70,192.168.21.128,80,41336,49,25,24,119994739.0,0.96,0,0,26,49,0,0,0,0,1682588729250630.0,1682588849245369.0,0,0,0,0,2.1667616611091597e-07,1.0833808305545797e-07,1.0833808305545797e-07,3.40681602715e-05,2.97679717441e-05,4.3001885274e-06,4,6,0,16,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-51151-80,192.168.21.225,192.168.21.70,51151,80,11,6,5,7098.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082440965341.0,1719082440972439.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-48966-80,192.168.21.128,192.168.21.70,48966,80,38,19,19,105836682.0,1.0,0,0,18,38,0,0,0,0,1682692406779208.0,1682692512615890.0,0,0,0,0,1.7007335887570625e-07,8.503667943785312e-08,8.503667943785312e-08,2.63424735858e-05,3.477055337e-06,2.28654182488e-05,3,3,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.70-192.168.21.128-80-46148,192.168.21.70,192.168.21.128,80,46148,120,59,61,102903313.0,1.0338983050847457,0,0,62,120,0,0,0,0,1683736439287334.0,1683736542190647.0,0,0,0,0,6.025073264647953e-07,2.915358031281267e-07,3.109715233366685e-07,6.36519836829e-05,1.07673889955e-05,5.28845946874e-05,4,4,0,54,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.140-192.168.21.70-47214-80,192.168.21.140,192.168.21.70,47214,80,14,8,6,60078004.0,0.75,0,0,9,14,0,0,0,0,1719307306900074.0,1719307366978078.0,0,0,0,0,8.322513510934886e-08,3.329005404373953e-08,4.99350810656093e-08,3.661905944811349e-07,1.9974032426243722e-07,1.664502702186977e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41690-80,192.168.21.225,192.168.21.70,41690,80,1681,950,731,119761173.0,0.7694736842105263,0,0,960,1681,0,0,0,0,1719310803126344.0,1719310922887517.0,0,0,0,0,8.0159535511e-06,3.9912768723e-06,4.0246766788e-06,0.0006133957956473,0.0002634242735748,0.0003499715220725,0,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-38597-80,192.168.21.225,192.168.21.70,38597,80,11,6,5,23081.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083516838857.0,1719083516861938.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.128-80-42252,192.168.21.70,192.168.21.128,80,42252,51,26,25,119790631.0,0.9615384615384616,0,0,27,51,0,0,0,0,1682532186216156.0,1682532306006787.0,0,0,0,0,2.253932529998945e-07,1.0852267737031957e-07,1.1687057562957493e-07,3.42764702525e-05,2.9852084175e-05,4.4243860774e-06,6,5,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-46148-80,192.168.21.128,192.168.21.70,46148,80,125,62,63,117485788.0,1.0161290322580645,0,0,65,125,0,0,0,0,1683726342352997.0,1683726459838785.0,0,0,0,0,5.532584077318357e-07,2.723733699602884e-07,2.808850377715473e-07,5.72154310272e-05,4.75972464005e-05,9.6181846267e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-38157-80,192.168.21.225,192.168.21.70,38157,80,11,6,5,13441.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083089444268.0,1719083089457709.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.140-192.168.21.70-47214-80,192.168.21.140,192.168.21.70,47214,80,20,10,10,60080376.0,1.0,0,0,11,20,0,0,0,0,1719312109971795.0,1719312170052171.0,0,0,0,0,1.1651058908153304e-07,4.99331096063713e-08,6.657747947516173e-08,6.324860550140365e-07,3.6617613711338963e-07,2.6630991790064693e-07,4,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-37712,192.168.21.70,192.168.21.128,80,37712,124,63,61,113226698.0,0.9682539682539684,0,0,65,124,0,0,0,0,1683641822783862.0,1683641936010560.0,0,0,0,0,5.740695538078837e-07,2.826188572592659e-07,2.914506965486179e-07,6.07277269535e-05,1.01389515041e-05,5.05887754494e-05,4,4,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-41336-80,192.168.21.128,192.168.21.70,41336,80,49,24,25,103713566.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682579729493075.0,1682579833206641.0,0,0,0,0,2.410485046864554e-07,1.1570328224949861e-07,1.2534522243695682e-07,3.93969676059e-05,4.9366733759e-06,3.44602942299e-05,5,4,0,16,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
