flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,49,24,25,119433348.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682522946245859.0,1682523065679207.0,0,0,0,0,2.0932177167134258e-07,1.0047445040224445e-07,1.0884732126909817e-07,3.42115503619e-05,4.2869098838e-06,2.99246404781e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-57246-80,192.168.21.128,192.168.21.70,57246,80,80,40,40,110110971.0,1.0,0,0,41,80,0,0,0,0,1683753759128450.0,1683753869239421.0,0,0,0,0,3.723516342436033e-07,1.8163494353346498e-07,1.9071669071013825e-07,5.38365972633e-05,4.41736182673e-05,9.6629789959e-06,4,4,0,33,0,0,0,0,0,4,0,0,0.0,0,0,0.0,0,0,13,0.0,0.0,1.5,2,0,normal
192.168.21.70-192.168.21.128-80-36146,192.168.21.70,192.168.21.128,80,36146,5,2,3,25384782.0,1.5,0,0,2,5,0,0,0,1,1683711792380897.0,1683711817765679.0,0,0,0,0,7.878736165628682e-08,3.939368082814341e-08,3.939368082814341e-08,8.8241845055e-06,4.4120922527e-06,4.4120922527e-06,0,0,0,2,0,0,0,0,0,2,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-49230-80,192.168.21.128,192.168.21.70,49230,80,51,24,27,117142551.0,1.125,0,0,27,51,0,0,0,0,1682571016866142.0,1682571134008693.0,0,0,0,0,2.304884072398253e-07,1.1097589978213809e-07,1.1951250745768716e-07,3.50513111158e-05,4.4731824219e-06,3.05781286938e-05,6,5,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-49230-80,192.168.21.128,192.168.21.70,49230,80,48,24,24,111931708.0,1.0,0,0,25,48,0,0,0,0,1682572096833624.0,1682572208765332.0,0,0,0,0,2.233504736656033e-07,1.072082273594896e-07,1.1614224630611372e-07,3.65401374916e-05,4.5920857385e-06,3.19480517531e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-60938,192.168.21.70,192.168.21.128,80,60938,2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,1682614250261268.0,1682614250261268.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41704-80,192.168.21.225,192.168.21.70,41704,80,1698,945,753,119718791.0,0.7968253968253968,0,0,963,1698,0,0,0,0,1719308883178883.0,1719309002897674.0,0,0,0,0,8.0438500251e-06,3.9926898359e-06,4.0511601892e-06,0.0006157930545757,0.0002635175291738,0.0003522755254018,0,0,0,963,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,49,24,25,111351839.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682529186084707.0,1682529297436546.0,0,0,0,0,2.245135798789997e-07,1.077665183419198e-07,1.1674706153707977e-07,3.67304216682e-05,4.6159992023e-06,3.21144224658e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41236-80,192.168.21.225,192.168.21.70,41236,80,1733,954,779,119852403.0,0.8165618448637316,0,0,958,1733,0,0,0,0,1719309483015489.0,1719309602867892.0,0,0,0,0,7.9931647261e-06,3.9882387673e-06,4.0049259588e-06,0.0006114771015479,0.0002632237586425,0.0003482533429054,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41540-80,192.168.21.225,192.168.21.70,41540,80,1694,950,744,119678897.0,0.783157894736842,0,0,959,1694,0,0,0,0,1719311643245228.0,1719311762924125.0,0,0,0,0,8.0131086101e-06,3.994020767e-06,4.019087843e-06,0.0006130905434397,0.0002636053706277,0.000349485172812,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,49,24,25,116672695.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682522346259407.0,1682522462932102.0,0,0,0,0,2.142746424088345e-07,1.0285182835624052e-07,1.114228140525939e-07,3.50210475552e-05,4.3883446765e-06,3.06327028787e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-39256-80,192.168.21.128,192.168.21.70,39256,80,24,12,12,90022945.0,1.0,0,0,13,24,0,0,0,0,1682606328411044.0,1682606418433989.0,0,0,0,0,1.444076285218174e-07,6.664967470237727e-08,7.775795381944016e-08,2.5104710804e-06,1.044178237e-06,1.4662928434e-06,5,4,0,4,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41746-80,192.168.21.225,192.168.21.70,41746,80,1621,956,665,119820313.0,0.6956066945606695,0,0,957,1621,0,0,0,0,1719310923123170.0,1719311042943483.0,0,0,0,0,7.9869596067e-06,3.9893068882e-06,3.9976527185e-06,0.0006109147786986,0.0002632942546227,0.0003476205240759,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.124-192.168.21.70-56805-80,192.168.21.124,192.168.21.70,56805,80,103,61,42,104076990.0,0.6885245901639344,3,1,44,100,0,0,0,0,1683711656088584.0,1683711760165574.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41274-80,192.168.21.225,192.168.21.70,41274,80,1635,956,679,119707804.0,0.7102510460251046,0,0,957,1635,0,0,0,0,1719308883119521.0,1719309002827325.0,0,0,0,0,7.9944662588e-06,3.9930562923e-06,4.0014099665e-06,0.000611488955223,0.000263541715292,0.0003479472399309,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41340-80,192.168.21.225,192.168.21.70,41340,80,1681,957,724,119825619.0,0.7565308254963428,0,0,958,1681,0,0,0,0,1719315123150311.0,1719315242975930.0,0,0,0,0,7.9949513968e-06,3.9891302376e-06,4.0058211591e-06,0.0006109377995368,0.0002632825956859,0.0003476552038508,1,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-52784-80,192.168.21.128,192.168.21.70,52784,80,49,24,25,116029133.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682543292077601.0,1682543408106734.0,0,0,0,0,2.1546312855754945e-07,1.0342230170762373e-07,1.1204082684992569e-07,3.5249767832e-05,4.4299219231e-06,3.08198459088e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-49230-80,192.168.21.128,192.168.21.70,49230,80,49,24,25,115872630.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682566696992794.0,1682566812865424.0,0,0,0,0,2.157541431483863e-07,1.0356198871122542e-07,1.1219215443716088e-07,3.52628571561e-05,4.4186448516e-06,3.08442123044e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41404-80,192.168.21.225,192.168.21.70,41404,80,1710,956,754,119769230.0,0.7887029288702929,0,0,957,1710,0,0,0,0,1719310923174644.0,1719311042943874.0,0,0,0,0,7.9903661399e-06,3.991008375e-06,3.9993577649e-06,0.0006111753411122,0.0002634065527514,0.0003477687883607,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41408-80,192.168.21.225,192.168.21.70,41408,80,1718,954,764,119745300.0,0.80083857442348,0,0,958,1718,0,0,0,0,1719315243236483.0,1719315362981783.0,0,0,0,0,8.0003139997e-06,3.9918059414e-06,4.0085080583e-06,0.0006120240209845,0.0002634591921353,0.0003485648288492,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41300-80,192.168.21.225,192.168.21.70,41300,80,1735,943,792,119592341.0,0.8398727465535525,0,0,961,1735,0,0,0,0,1719306723174650.0,1719306842766991.0,0,0,0,0,8.0356316463e-06,3.9885497349e-06,4.0470819113e-06,0.0006151648122683,0.000263244282508,0.0003519205297603,0,0,0,961,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41016-80,192.168.21.225,192.168.21.70,41016,80,1721,935,786,119609080.0,0.8406417112299466,0,0,962,1721,0,0,0,0,1719307683078560.0,1719307802687640.0,0,0,0,0,8.0428676485e-06,3.9879915471e-06,4.0548761013e-06,0.0006158060909757,0.0002632074421105,0.0003525986488651,0,0,0,962,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-42252,192.168.21.70,192.168.21.128,80,42252,49,24,25,115137949.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682534950796141.0,1682535065934090.0,0,0,0,0,2.1713084362828105e-07,1.0422280494157492e-07,1.1290803868670617e-07,4.04558187848e-05,3.10062844701e-05,9.4495343147e-06,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-57246-80,192.168.21.128,192.168.21.70,57246,80,81,40,41,110177338.0,1.025,0,0,41,81,0,0,0,0,1683754239101960.0,1683754349279298.0,0,0,0,0,3.721273425575049e-07,1.815255329548805e-07,1.9060180960262445e-07,5.38041679678e-05,4.41470096146e-05,9.6571583531e-06,4,4,0,33,0,0,0,0,0,4,0,0,0.0,0,0,0.0,0,0,13,0.0,0.0,1.5,2,0,normal
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,48,24,24,112252465.0,1.0,0,0,25,48,0,0,0,0,1682515325162291.0,1682515437414756.0,0,0,0,0,2.227122584791345e-07,1.0690188406998456e-07,1.1581037440914994e-07,3.64357254871e-05,4.5789640343e-06,3.18567614528e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41618-80,192.168.21.225,192.168.21.70,41618,80,1746,944,802,119773075.0,0.8495762711864406,0,0,966,1746,0,0,0,0,1719308403089634.0,1719308522862709.0,0,0,0,0,8.065251727e-06,3.9908802541e-06,4.0743714728e-06,0.0006176930833578,0.0002633980967759,0.0003542949865819,0,0,0,966,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41100-80,192.168.21.225,192.168.21.70,41100,80,1728,943,785,119739702.0,0.8324496288441146,0,0,961,1728,0,0,0,0,1719315843121380.0,1719315962861082.0,0,0,0,0,8.0257423724e-06,3.991992564e-06,4.0337498083e-06,0.0006142323621283,0.0002634715092242,0.000350760852904,0,0,0,961,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41274-80,192.168.21.225,192.168.21.70,41274,80,1731,949,782,119805908.0,0.8240252897787145,0,0,959,1731,0,0,0,0,1719314763032116.0,1719314882838024.0,0,0,0,0,8.0046135955e-06,3.989786547e-06,4.0148270484e-06,0.0006124405818117,0.0002633259121077,0.0003491146697039,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41104-80,192.168.21.225,192.168.21.70,41104,80,1761,955,806,119711791.0,0.8439790575916231,0,0,958,1761,0,0,0,0,1719309363002870.0,1719309482714661.0,0,0,0,0,8.0025533992e-06,3.9929233036e-06,4.0096300956e-06,0.0006121953350443,0.0002635329380378,0.0003486623970064,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-52784-80,192.168.21.128,192.168.21.70,52784,80,48,23,25,114232881.0,1.0869565217391304,0,0,25,48,0,0,0,0,1682541852122025.0,1682541966354906.0,0,0,0,0,2.1885117298232202e-07,1.0504856303151457e-07,1.1380260995080745e-07,3.58040518999e-05,4.4995801165e-06,3.13044717833e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41112-80,192.168.21.225,192.168.21.70,41112,80,1726,953,773,119769956.0,0.8111227701993704,0,0,958,1726,0,0,0,0,1719312843118271.0,1719312962888227.0,0,0,0,0,7.9986670446e-06,3.990984183e-06,4.0076828616e-06,0.000611898028918,0.0002634049560809,0.000348493072837,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,41,20,21,110028378.0,1.05,0,0,21,41,0,0,0,0,1682511245264479.0,1682511355292857.0,0,0,0,0,1.9085985253731545e-07,9.088564406538829e-08,9.997420847192713e-08,3.04466907619e-05,3.7081342778e-06,2.6738556484e-05,5,4,0,12,1,0,0,0,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,47,23,24,110671779.0,1.0434782608695652,0,0,25,47,0,0,0,0,1682523306235222.0,1682523416907001.0,0,0,0,0,2.258931791455164e-07,1.0842872598984788e-07,1.1746445315566852e-07,3.69199811995e-05,4.6262923089e-06,3.22936888906e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41790-80,192.168.21.225,192.168.21.70,41790,80,1734,954,780,119797137.0,0.8176100628930818,0,0,959,1734,0,0,0,0,1719316203146333.0,1719316322943470.0,0,0,0,0,8.0051996568e-06,3.990078661e-06,4.0151209957e-06,0.0006124854219178,0.00026334519163,0.0003491402302878,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41078-80,192.168.21.225,192.168.21.70,41078,80,1660,949,711,119753630.0,0.7492096944151738,0,0,958,1660,0,0,0,0,1719310802968822.0,1719310922722452.0,0,0,0,0,7.9997575021e-06,3.9915282735e-06,4.0082292286e-06,0.000611981448913,0.0002634408660514,0.0003485405828616,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41086-80,192.168.21.225,192.168.21.70,41086,80,1718,945,773,119774110.0,0.817989417989418,0,0,962,1718,0,0,0,0,1719314643012929.0,1719314762787039.0,0,0,0,0,8.0317858341e-06,3.9908457679e-06,4.0409400662e-06,0.0006147822764034,0.0002633958206827,0.0003513864557206,0,0,0,962,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-43848-80,192.168.21.128,192.168.21.70,43848,80,53,26,27,116696421.0,1.0384615384615383,0,0,27,53,0,0,0,0,1682552946574504.0,1682553063270925.0,0,0,0,0,2.3136956359612778e-07,1.1140016024998744e-07,1.1996940334614032e-07,3.51510351804e-05,4.4731448961e-06,3.06778902842e-05,6,5,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41478-80,192.168.21.225,192.168.21.70,41478,80,1723,944,779,119788268.0,0.8252118644067796,0,0,964,1723,0,0,0,0,1719307923245437.0,1719308043033705.0,0,0,0,0,8.0475326682e-06,3.9903740823e-06,4.0571585858e-06,0.0006154859839863,0.0002633646894368,0.0003521212945494,1,0,0,963,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.140-192.168.21.70-47214-80,192.168.21.140,192.168.21.70,47214,80,13,8,5,60102628.0,0.625,0,0,9,13,0,0,0,0,1719308627542534.0,1719308687645162.0,0,0,0,0,8.319103783614919e-08,3.327641513445968e-08,4.9914622701689524e-08,3.6604056647905653e-07,1.996584908067581e-07,1.6638207567229838e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41446-80,192.168.21.225,192.168.21.70,41446,80,1726,956,770,119754497.0,0.805439330543933,0,0,957,1726,0,0,0,0,1719308643132543.0,1719308762887040.0,0,0,0,0,7.9913491682e-06,3.9914993755e-06,3.9998497926e-06,0.0006112505319946,0.0002634389587891,0.0003478115732054,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41374-80,192.168.21.225,192.168.21.70,41374,80,1744,956,788,119776371.0,0.8242677824267782,0,0,959,1744,0,0,0,0,1719310323046867.0,1719310442823238.0,0,0,0,0,8.006587543e-06,3.9907704333e-06,4.0158171097e-06,0.0006125916104103,0.0002633908486006,0.0003492007618096,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41166-80,192.168.21.225,192.168.21.70,41166,80,1734,955,779,119792387.0,0.8157068062827225,0,0,957,1734,0,0,0,0,1719312123103089.0,1719312242895476.0,0,0,0,0,7.9888215266e-06,3.9902368754e-06,3.9985846512e-06,0.0006110571951454,0.0002633556337766,0.0003477015613688,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
